<unk>	0.13526995583530815	0.45369852626347074	0.23321687497447582	0.2118500779609664	-0.19939386114092744	0.039009364633715626	-0.10290265925764625	0.0996235305262563	-0.18793771522809952	0.12850858467884518	-0.07165803132045828	0.4289086199390098	0.34472720722523253	-0.29585172601458587	-0.20244164157167888
the	-0.09068002121054475	-0.2370687208945843	-0.8404556455057393	-0.1475621191037172	0.2666560071856767	0.366229601479221	0.4110736635890838	-0.9753353355979356	-0.16538914833981672	-0.7520990787492131	-0.46295065392652757	-0.04024670154762531	0.20632390808935686	0.0015789454696252536	0.7935545608891885
rock	-0.016780666525925914	-1.9541016722890656	-1.63393238512925	-1.4654080832072256	-0.2657630446258135	1.625699163490218	-0.2020532752899874	-0.28038652563945243	0.33145838613132295	-0.24152576267433212	-0.06768120752548201	-0.05610472698709762	0.10615121313926867	-0.198218437545546	1.5497653333688617
is	-0.5899842827255872	-0.28332313363364453	-0.32210174724760854	-1.0380597792519284	0.10026999776920564	-0.3910825429640381	-0.6778106554450818	-0.09854250275318921	-0.4993341575911885	-0.659150959256024	0.8602115101439503	-0.8372197550314929	-1.0492560088260527	-0.7150490635901866	0.44350215499020773
to	0.3208272353852574	0.27855152812531453	0.9839654698988918	-0.885302474766571	-0.4184832508033568	-0.496159142100033	0.932204911788947	-0.9297983320145077	-0.20888131518816572	-0.08744867344363116	1.3934935886698707	1.1427087854202642	-0.2618541879190064	-0.10050861915103798	0.9484048155898133
be	-0.16021567195940334	0.05401746834526805	1.3627733299248137	-0.8480466075096746	-1.4307503223528462	0.5846615642861983	0.3318704063834027	0.32219431558499084	-0.20478371692507982	0.3977898689485501	1.7264483899936702	1.6562327571187694	0.48502506973073056	-0.3576068046118801	1.5250218770709651
21st	2.178380643527018	-2.3847056170190064	-0.6696401197955125	0.719041912287248	0.9801016420086982	1.7055811878826295	1.0777086249279146	-1.9908873218817786	0.043359149522424145	1.2324314458013206	-0.03148955614405602	1.822849556015551	1.2725527116491837	1.474349482149651	2.752810523955975
century	1.6465081571579252	-2.15349407847062	-0.6446955061965407	0.8664969701738348	0.2842530370750351	1.7906187940888005	0.29963646946175065	-1.218613555517681	-0.5418959376080508	1.4626897184811538	0.17735368528789452	0.21934489867358578	0.25499397460782264	0.7619403935753846	2.912716672352108
's	-1.1895185561738277	0.3882612261092569	-0.06403103609516136	-0.6703785314069003	-0.35537888116160443	-0.7175142636442571	0.43041424754370083	-0.7775534644184923	0.8483637507671227	-0.4503074627638936	0.24294450186710903	-0.28047778637601933	-1.8639326309915767	-0.0020574949273946264	0.5677993160176433
new	1.3559174932283644	0.05897067695389224	-0.9057795983301972	0.6494432256938126	0.09310435349178463	0.17686880992470042	0.6506593540588499	-0.8564088957750522	0.09101705171683516	0.8765323973933002	-0.05018517593260052	0.46092652833016795	-0.13175476613356663	-0.6375906341594912	1.8274592486804766
``	0.3221394421173856	0.31350595851419755	-2.2678599755626854	1.4431348220752982	-0.5549195063121107	-0.10004698156664127	-0.001231319703460125	1.8650201981608356	0.5884441926980775	-1.3258334591944805	1.1640720602685157	-0.4133936008984144	-0.894421683416966	-0.599664228776899	1.3445267710955604
''	-0.9174621287859628	0.2724564578412014	-1.6077409792785455	1.3086709879553229	-0.2408207302105921	0.607489675411693	-0.4776268186827939	1.6896254840338083	0.46016114752599285	-1.5446372199225757	0.8211603946310588	0.34948643161241333	-1.2741199454126488	-0.028937139051966043	1.7468116956933566
and	0.13376884711903864	-0.4523167565535209	-0.5084915832906373	-0.09214481201227798	0.1810505380831921	-0.5191654023824718	0.2042937927694857	-0.580746984168224	-1.0927031808862617	-0.24492253171042125	0.3761560879098249	-0.9263446613418609	0.6742393344409966	-0.32585631816036115	-0.48652673149720704
